,Property name,Order ID,Sale number,Order time,Source,Dispatch type,Sales channel name,Sales channel type,Payment method,Is preorder,Refund status,Net sales,Tax on net sales,Tips,Delivery charges,Service charges,DRS charges,Packaging charges,Additional charges,Charges,Revenue,Refunds,Revenue after refunds,Discounts
278,20 - Chocoberry - Cafe Cardiff,ubereats.6F47E.urbanpiper.1133533862,6F47E,2026-04-20 22:28:17,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,54.54,2.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.70,0.00,56.70,0.00
279,20 - Chocoberry - Cafe Cardiff,9d96f723-2ff1-4cf8-abe1-dfacd29cbfc7,814,2026-04-20 22:27:07,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,10.83,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,11.00,0.00
280,20 - Chocoberry - Cafe Cardiff,ab6251b7-37cd-424d-a531-0b1632c627f7,813,2026-04-20 22:25:06,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,13.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,14.00,0.00
281,20 - Chocoberry - Cafe Cardiff,8cd2eb6a-e438-4a12-972b-4c6fc1b26110,812,2026-04-20 22:09:29,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,0.00
282,20 - Chocoberry - Cafe Cardiff,7187fe9a-6f96-4c4c-a325-fae405bb27b5,811,2026-04-20 22:08:02,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00
283,20 - Chocoberry - Cafe Cardiff,f42ba724-7c59-4236-866a-8d64ed677cf2,810,2026-04-20 22:06:55,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,2.50,0.00
284,20 - Chocoberry - Cafe Cardiff,ubereats.B2418.urbanpiper.1133530384,B2418,2026-04-20 22:06:12,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,19.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.80,0.00,19.80,0.00
285,20 - Chocoberry - Cafe Cardiff,deliveroo.1845.urbanpiper.1133530202,1845,2026-04-20 22:05:07,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,13.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.44,0.00,13.44,-3.36
286,20 - Chocoberry - Cafe Cardiff,ce3ab040-dae4-47cd-8f9c-c70459f41349,809,2026-04-20 22:04:43,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,14.00,0.00
287,20 - Chocoberry - Cafe Cardiff,2db30efc-9925-4d84-ad5c-514aa233a09d,808,2026-04-20 22:04:03,In store,Dine In,Chocoberry Cardiff,POS,Cash,No,,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,5.50,0.00
288,20 - Chocoberry - Cafe Cardiff,ace0743a-9ba3-4672-a6f1-52e1b642fedf,807,2026-04-20 22:02:37,In store,Take Away,Chocoberry Cardiff,POS,Cash,No,,20.91,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.75,0.00,21.75,0.00
289,20 - Chocoberry - Cafe Cardiff,d6170b5f-07df-417a-8a5f-798119a15e3c,806,2026-04-20 21:59:01,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,5.50,0.00
290,20 - Chocoberry - Cafe Cardiff,dad2b35c-0d40-41ba-946f-1dbdef39cd5d,805,2026-04-20 21:58:18,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,0.00
291,20 - Chocoberry - Cafe Cardiff,51df2d93-8e77-4135-9686-1f75847682e7,804,2026-04-20 21:57:45,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,8.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.50,0.00,8.50,0.00
292,20 - Chocoberry - Cafe Cardiff,49332565-7d87-4b85-808d-e89c71b11ef4,803,2026-04-20 21:57:07,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,16.00,0.00
293,20 - Chocoberry - Cafe Cardiff,deliveroo.4670.urbanpiper.1133527156,4670,2026-04-20 21:47:29,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,15.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.52,0.00,15.52,-3.88
294,20 - Chocoberry - Cafe Cardiff,deliveroo.8315.urbanpiper.1133525878,8315,2026-04-20 21:40:17,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,10.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.00,10.20,0.00
295,20 - Chocoberry - Cafe Cardiff,deliveroo.3195.urbanpiper.1133524616,3195,2026-04-20 21:33:22,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,40.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.80,0.00,40.80,0.00
296,20 - Chocoberry - Cafe Cardiff,7380f648-fb59-48c0-ac45-69fbfb2218ef,802,2026-04-20 21:32:56,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,10.54,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.62,0.00,10.62,-1.88
297,20 - Chocoberry - Cafe Cardiff,72a911d9-4faf-4a3c-98bd-fc1583377990,801,2026-04-20 21:25:48,In store,Take Away,Chocoberry Cardiff,POS,Cash,No,,6.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.50,0.00,6.50,0.00
298,20 - Chocoberry - Cafe Cardiff,e2080561-c1e5-48c0-927a-f4f6543616f1,800,2026-04-20 21:24:02,In store,Take Away,Chocoberry Cardiff,POS,Cash,No,,5.42,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.50,0.00,6.50,0.00
299,20 - Chocoberry - Cafe Cardiff,aa51d79d-6d03-4c4e-ba4b-058cc22d8a52,799,2026-04-20 21:22:40,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,19.41,1.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.25,0.00,21.25,0.00
300,20 - Chocoberry - Cafe Cardiff,ubereats.DDB36.urbanpiper.1133521710,DDB36,2026-04-20 21:18:57,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,16.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.20,0.00,16.20,0.00
301,20 - Chocoberry - Cafe Cardiff,ubereats.2585A.urbanpiper.1133521238,2585A,2026-04-20 21:16:50,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,16.40,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.70,0.00,16.70,0.00
302,20 - Chocoberry - Cafe Cardiff,a4366085-1914-4590-8979-30d30abd38e3,798,2026-04-20 21:15:52,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,8.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.50,0.00,8.50,0.00
303,20 - Chocoberry - Cafe Cardiff,2f14b16a-6044-4ece-b54c-ce8b7d501ac1,797,2026-04-20 21:12:00,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,24.42,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.50,0.00,25.50,0.00
304,20 - Chocoberry - Cafe Cardiff,ubereats.C0142.urbanpiper.1133517494,C0142,2026-04-20 21:00:01,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,23.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.40,0.00,23.40,0.00
305,20 - Chocoberry - Cafe Cardiff,67fdcd33-f533-4ea4-9be3-5a1f1fe18d2b,796,2026-04-20 20:59:40,In store,Take Away,Chocoberry Cardiff,POS,Cash,No,,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,5.50,0.00
306,20 - Chocoberry - Cafe Cardiff,2858e330-0d3a-4b9b-909b-f852307f5688,795,2026-04-20 20:56:26,In store,Dine In,Chocoberry Cardiff,POS,Cash,No,,1.66,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00
307,20 - Chocoberry - Cafe Cardiff,40ee50a5-2c17-483e-8615-7156311c078c,794,2026-04-20 20:55:20,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,14.37,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.50,0.00,15.50,0.00
308,20 - Chocoberry - Cafe Cardiff,a222fbdf-14af-41f8-a32e-5a2f87c4c219,793,2026-04-20 20:54:34,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,8.33,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00
309,20 - Chocoberry - Cafe Cardiff,6aa3d6e2-3871-4a3c-9af8-cdcfb793cc13,792,2026-04-20 20:53:42,In store,Dine In,Chocoberry Cardiff,POS,Cash,No,,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,26.00,0.00
310,20 - Chocoberry - Cafe Cardiff,1c4a179b-9829-4a28-a7de-f51346f93b9c,791,2026-04-20 20:51:06,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,24.41,1.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.70,0.00,25.70,0.00
311,20 - Chocoberry - Cafe Cardiff,ubereats.4124C.urbanpiper.1133515214,4124C,2026-04-20 20:50:45,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,15.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.60,0.00,15.60,0.00
312,20 - Chocoberry - Cafe Cardiff,85364843-e7a3-4ca9-b54f-fcbdba839ef1,790,2026-04-20 20:49:31,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,0.00,7.50,0.00
313,20 - Chocoberry - Cafe Cardiff,c664034a-1d41-47f8-b66f-c89e1742ed89,789,2026-04-20 20:41:47,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,23.20,2.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.45,0.00,25.45,0.00
314,20 - Chocoberry - Cafe Cardiff,ubereats.0A0CF.urbanpiper.1133511142,0A0CF,2026-04-20 20:34:39,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,12.40,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.10,0.00,14.10,0.00
315,20 - Chocoberry - Cafe Cardiff,413e2ce9-1db9-419e-b71e-319196c2028b,788,2026-04-20 20:34:13,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,16.43,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,17.00,-3.00
316,20 - Chocoberry - Cafe Cardiff,ea230f05-db28-4733-a503-52bf956adfe9,787,2026-04-20 20:32:55,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00
317,20 - Chocoberry - Cafe Cardiff,3b133008-a5ce-4ea4-b57b-2cfab200c0e0,786,2026-04-20 20:32:22,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,9.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.50,0.00,9.50,0.00
318,20 - Chocoberry - Cafe Cardiff,deliveroo.7846.urbanpiper.1133510209,7846,2026-04-20 20:31:06,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,12.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.90,0.00,12.90,0.00
319,20 - Chocoberry - Cafe Cardiff,0e584c32-5965-4706-8b40-f2bea2243bed,785,2026-04-20 20:28:46,In store,Dine In,Chocoberry Cardiff,POS,Cash,No,,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,12.00,0.00
320,20 - Chocoberry - Cafe Cardiff,deliveroo.9391.urbanpiper.1133508627,9391,2026-04-20 20:25:33,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,14.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.88,0.00,14.88,-3.72
321,20 - Chocoberry - Cafe Cardiff,c5539d0a-8d8d-43b3-8fd8-5266bb340249,784,2026-04-20 20:24:16,In store,Take Away,Chocoberry Cardiff,POS,Cash,No,,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,7.00,0.00
322,20 - Chocoberry - Cafe Cardiff,bfa785fe-6d81-410e-bd8b-0e069a46da25,783,2026-04-20 20:22:45,In store,Dine In,Chocoberry Cardiff,POS,Cash,No,,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00
323,20 - Chocoberry - Cafe Cardiff,ba5d48b3-a99b-4c85-8a01-e86ba48fcc42,782,2026-04-20 20:21:20,In store,Dine In,Chocoberry Cardiff,POS,Cash,No,,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,0.00
324,20 - Chocoberry - Cafe Cardiff,5ce7bc71-bba4-47ab-b1ad-caa6157021f8,781,2026-04-20 20:20:20,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,0.00
325,20 - Chocoberry - Cafe Cardiff,ubereats.81257.urbanpiper.1133507012,81257,2026-04-20 20:19:51,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,15.40,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.60,0.00,15.60,0.00
326,20 - Chocoberry - Cafe Cardiff,ubereats.EE80A.urbanpiper.1133505976,EE80A,2026-04-20 20:16:24,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,16.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.20,0.00,16.20,0.00
327,20 - Chocoberry - Cafe Cardiff,ubereats.AFC78.urbanpiper.1133505125,AFC78,2026-04-20 20:13:40,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,17.20,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.90,0.00,18.90,0.00
328,20 - Chocoberry - Cafe Cardiff,b93a91b6-e5c5-4488-9557-821139b67da0,780,2026-04-20 20:09:10,In store,Dine In,Chocoberry Cardiff,POS,Cash,No,,0.83,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00
329,20 - Chocoberry - Cafe Cardiff,ubereats.9899D.urbanpiper.1133503112,9899D,2026-04-20 20:06:58,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,21.00,0.00
330,20 - Chocoberry - Cafe Cardiff,5dee926d-a05d-4ac9-a1b6-5ce9067d6bb3,779,2026-04-20 20:06:51,In store,Dine In,Chocoberry Cardiff,POS,Cash,No,,0.83,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00
331,20 - Chocoberry - Cafe Cardiff,deliveroo.4616.urbanpiper.1133503062,4616,2026-04-20 20:06:51,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,10.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.50,0.00,10.50,0.00
332,20 - Chocoberry - Cafe Cardiff,deliveroo.4571.urbanpiper.1133502889,4571,2026-04-20 20:06:18,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,13.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.92,0.00,13.92,-3.48
333,20 - Chocoberry - Cafe Cardiff,f745799f-aba9-47c7-8125-23c23af2646e,778,2026-04-20 20:04:33,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,37.33,2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.50,0.00,39.50,0.00
334,20 - Chocoberry - Cafe Cardiff,2d674505-2251-4447-9561-0637680f7430,777,2026-04-20 19:52:04,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,18.00,0.00
335,20 - Chocoberry - Cafe Cardiff,b462c4ff-88fb-4a0b-8796-fbdb8f010505,776,2026-04-20 19:48:54,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,11.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.95,0.00,11.95,0.00
336,20 - Chocoberry - Cafe Cardiff,10efdf2a-dbd0-40aa-88cc-45dc7ee91b0a,775,2026-04-20 19:48:33,In store,Dine In,Chocoberry Cardiff,POS,Cash,No,,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,0.00
337,20 - Chocoberry - Cafe Cardiff,ubereats.C7BC1.urbanpiper.1133494838,C7BC1,2026-04-20 19:42:31,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,13.60,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.60,0.00,15.60,0.00
338,20 - Chocoberry - Cafe Cardiff,005e1ca9-4322-4cf9-9bf0-b35f78da9237,774,2026-04-20 19:41:49,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,1.50,0.00
339,20 - Chocoberry - Cafe Cardiff,860bbf88-386a-42d0-99fc-75af337329f4,773,2026-04-20 19:32:17,In store,Take Away,Chocoberry Cardiff,POS,Cash,No,,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00
340,20 - Chocoberry - Cafe Cardiff,2508526d-35e2-4849-8286-51866d8a2a52,772,2026-04-20 19:04:34,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,0.00,7.50,0.00
341,20 - Chocoberry - Cafe Cardiff,ubereats.3772B.urbanpiper.1133478256,3772B,2026-04-20 19:03:12,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,21.00,0.00
342,20 - Chocoberry - Cafe Cardiff,551bdbec-5998-422c-8510-a932b0a1433e,771,2026-04-20 19:02:52,In store,Dine In,Chocoberry Cardiff,POS,Cash,No,,26.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.25,0.00,26.25,0.00
343,20 - Chocoberry - Cafe Cardiff,83bc06e4-e694-401f-a33e-c820281d3825,770,2026-04-20 19:01:14,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,9.16,1.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,11.00,0.00
344,20 - Chocoberry - Cafe Cardiff,b3b2dfed-496b-4810-9e66-fa06b9bdff47,769,2026-04-20 18:58:56,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,9.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.50,0.00,9.50,0.00
345,20 - Chocoberry - Cafe Cardiff,d2ad5f71-9695-4e66-8eff-1fbafde552aa,768,2026-04-20 18:58:31,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,8.33,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00
346,20 - Chocoberry - Cafe Cardiff,0f56d7e2-036e-4a12-a204-4da39985186a,767,2026-04-20 18:58:09,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,0.00
347,20 - Chocoberry - Cafe Cardiff,ubereats.5AEDB.urbanpiper.1133471557,5AEDB,2026-04-20 18:49:16,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,35.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.90,0.00,35.90,0.00
348,20 - Chocoberry - Cafe Cardiff,ubereats.2E73D.urbanpiper.1133470350,2E73D,2026-04-20 18:46:58,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,8.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.40,0.00,8.40,0.00
349,20 - Chocoberry - Cafe Cardiff,ubereats.F3A6E.urbanpiper.1133469173,F3A6E,2026-04-20 18:44:35,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,17.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.40,0.00,17.40,0.00
350,20 - Chocoberry - Cafe Cardiff,794e61dc-b79d-4285-8402-42f39a72d69b,766,2026-04-20 18:43:13,In store,Dine In,Chocoberry Cardiff,POS,Cash,No,,0.83,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00
351,20 - Chocoberry - Cafe Cardiff,deliveroo.2690.urbanpiper.1133466883,2690,2026-04-20 18:40:10,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,12.00,0.00
352,20 - Chocoberry - Cafe Cardiff,ubereats.4F25A.urbanpiper.1133463380,4F25A,2026-04-20 18:33:08,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,27.00,0.00
353,20 - Chocoberry - Cafe Cardiff,5c92664f-c958-4b7f-9a97-f8ace69d0c06,765,2026-04-20 18:22:01,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,15.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.75,0.00,15.75,0.00
354,20 - Chocoberry - Cafe Cardiff,ubereats.4C349.urbanpiper.1133457185,4C349,2026-04-20 18:21:58,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,17.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.40,0.00,17.40,0.00
355,20 - Chocoberry - Cafe Cardiff,7dfe8c5f-200b-412a-be3c-83cb4954e381,764,2026-04-20 18:09:29,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,11.00,0.00
356,20 - Chocoberry - Cafe Cardiff,ubereats.54E07.urbanpiper.1133444729,54E07,2026-04-20 18:01:17,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,17.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.40,0.00,17.40,0.00
357,20 - Chocoberry - Cafe Cardiff,deliveroo.7270.urbanpiper.1133444694,7270,2026-04-20 18:01:12,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,25.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.35,0.00,25.35,0.00
358,20 - Chocoberry - Cafe Cardiff,deliveroo.6904.urbanpiper.1133438775,6904,2026-04-20 17:52:19,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,16.00,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.70,0.00,17.70,0.00
359,20 - Chocoberry - Cafe Cardiff,ubereats.6E528.urbanpiper.1133433592,6E528,2026-04-20 17:44:59,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,15.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.60,0.00,15.60,0.00
360,20 - Chocoberry - Cafe Cardiff,ubereats.DAB11.urbanpiper.1133429777,DAB11,2026-04-20 17:39:36,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,15.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.60,0.00,15.60,0.00
361,20 - Chocoberry - Cafe Cardiff,deliveroo.8488.urbanpiper.1133429556,8488,2026-04-20 17:39:18,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,16.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.70,0.00,16.70,0.00
362,20 - Chocoberry - Cafe Cardiff,ubereats.FFCF5.urbanpiper.1133411539,FFCF5,2026-04-20 17:15:39,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,18.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.30,0.00,18.30,0.00
363,20 - Chocoberry - Cafe Cardiff,ubereats.5AB03.urbanpiper.1133408638,5AB03,2026-04-20 17:12:07,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,35.70,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.70,0.00,38.70,0.00
364,20 - Chocoberry - Cafe Cardiff,62864417-e228-4e22-a7b5-dbd64ac437bc,763,2026-04-20 17:06:06,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,14.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.50,0.00,14.50,0.00
365,20 - Chocoberry - Cafe Cardiff,ubereats.B3E4A.urbanpiper.1133372466,B3E4A,2026-04-20 16:32:20,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,34.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.20,0.00,34.20,0.00
366,20 - Chocoberry - Cafe Cardiff,ubereats.66025.urbanpiper.1133349959,66025,2026-04-20 16:10:32,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,14.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.40,0.00,14.40,0.00
367,20 - Chocoberry - Cafe Cardiff,3d568fb2-7d74-4b42-9d2e-1835ca58c44c,762,2026-04-20 14:43:41,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,17.08,1.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.50,0.00,18.50,0.00
368,20 - Chocoberry - Cafe Cardiff,deliveroo.9346.urbanpiper.1133246899,9346,2026-04-20 14:41:16,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,26.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.88,0.00,26.88,-6.72
