,Property name,Order ID,Sale number,Order time,Source,Dispatch type,Sales channel name,Sales channel type,Payment method,Is preorder,Refund status,Net sales,Tax on net sales,Tips,Delivery charges,Service charges,DRS charges,Packaging charges,Additional charges,Charges,Revenue,Refunds,Revenue after refunds,Discounts
1127,20 - Chocoberry - Cafe Cardiff,7d640e08-fd50-4275-ad7b-fb8e6daa4c0f,274,2026-03-26 18:58:45,In store,Take Away,Chocoberry Cardiff,POS,Cash,No,,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,0.00
1128,20 - Chocoberry - Cafe Cardiff,ubereats.7A6DC.urbanpiper.1112158072,7A6DC,2026-03-26 18:09:00,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,25.23,1.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.01,0.00,27.01,-3.29
1129,20 - Chocoberry - Cafe Cardiff,2139b784-8bd0-48fd-9962-e3501407565b,273,2026-03-26 17:51:01,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,0.00
1130,20 - Chocoberry - Cafe Cardiff,ubereats.82608.urbanpiper.1112142666,82608,2026-03-26 17:47:53,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,17.20,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.20,0.00,19.20,0.00
1131,20 - Chocoberry - Cafe Cardiff,f92de253-0d5e-4687-9c69-53e7c40ec32d,272,2026-03-26 17:46:05,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,9.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.50,0.00,9.50,0.00
1132,20 - Chocoberry - Cafe Cardiff,ubereats.FAE34.urbanpiper.1112108920,FAE34,2026-03-26 17:08:07,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,31.20,4.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.40,0.00,35.40,0.00
1133,20 - Chocoberry - Cafe Cardiff,ubereats.42BB6.urbanpiper.1112095318,42BB6,2026-03-26 16:53:34,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,11.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.70,0.00,11.70,0.00
1134,20 - Chocoberry - Cafe Cardiff,3856eaff-4730-4c2b-9549-fa3a1300a860,271,2026-03-26 16:42:34,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,11.00,0.00
1135,20 - Chocoberry - Cafe Cardiff,dd4dd125-5256-4542-b178-af0fd7a5366b,270,2026-03-26 16:07:28,In store,Dine In,Chocoberry Cardiff,POS,Cash,No,,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00
1136,20 - Chocoberry - Cafe Cardiff,850179af-e52b-4b9e-8f10-6de3068c932e,269,2026-03-26 16:06:40,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,10.42,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.75,0.00,10.75,0.00
1137,20 - Chocoberry - Cafe Cardiff,deliveroo.9798.urbanpiper.1111970872,9798,2026-03-26 15:09:44,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,9.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.60,0.00,9.60,0.00
1138,20 - Chocoberry - Cafe Cardiff,ubereats.DDC6E.urbanpiper.1111944882,DDC6E,2026-03-26 14:50:05,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,15.60,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.40,0.00,17.40,0.00
1139,20 - Chocoberry - Cafe Cardiff,93839208-bc2f-4688-95f6-1c943d7d863e,268,2026-03-26 12:59:17,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,11.46,2.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.75,0.00,13.75,0.00
1140,20 - Chocoberry - Cafe Cardiff,deliveroo.5779.urbanpiper.1111817520,5779,2026-03-26 12:53:34,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,25.10,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.80,0.00,28.80,0.00
1141,20 - Chocoberry - Cafe Cardiff,707c6282-2097-4b1a-992b-d4eb7c880699,267,2026-03-26 12:19:48,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,7.00,0.00
1142,20 - Chocoberry - Cafe Cardiff,fc016099-0d44-4090-a047-8ae4ffe941b1,716,2026-03-26 00:38:36,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,21.00,0.00
1143,20 - Chocoberry - Cafe Cardiff,e30f95cb-af83-48de-a625-4965ea8ac0e9,715,2026-03-26 00:32:13,In store,Take Away,Chocoberry Cardiff,POS,Cash,No,,13.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.50,0.00,13.50,0.00
1144,20 - Chocoberry - Cafe Cardiff,ubereats.96A16.urbanpiper.1111449556,96A16,2026-03-26 00:32:06,Uber Eats,Collection,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,10.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.50,0.00,10.50,0.00
1145,20 - Chocoberry - Cafe Cardiff,fa00c7aa-6f1d-48e4-9249-6fc3f4a557b6,714,2026-03-26 00:21:44,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,10.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.50,0.00,10.50,0.00
1146,20 - Chocoberry - Cafe Cardiff,deliveroo.7529.urbanpiper.1111448275,7529,2026-03-26 00:21:36,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,13.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.92,0.00,13.92,-3.48
1147,20 - Chocoberry - Cafe Cardiff,deliveroo.2782.urbanpiper.1111446358,2782,2026-03-26 00:07:42,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,24.70,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.40,0.00,26.40,0.00
1148,20 - Chocoberry - Cafe Cardiff,ubereats.EE5BF.urbanpiper.1111446338,EE5BF,2026-03-26 00:07:31,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,12.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.30,0.00,12.30,0.00
1149,20 - Chocoberry - Cafe Cardiff,67483d6c-2a74-4525-9bda-1464b9544031,713,2026-03-26 00:03:25,In store,Take Away,Chocoberry Cardiff,POS,Cash,No,,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,16.00,0.00
1150,20 - Chocoberry - Cafe Cardiff,20781910-90ef-4d37-aea4-22cb5f5f9d83,712,2026-03-26 00:02:15,In store,Take Away,Chocoberry Cardiff,POS,Cash,No,,14.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.75,0.00,14.75,0.00
1151,20 - Chocoberry - Cafe Cardiff,deliveroo.9286.urbanpiper.1111445539,9286,2026-03-26 00:01:19,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,27.00,0.00
1152,20 - Chocoberry - Cafe Cardiff,ff2dac82-2875-469f-8f32-e383bcd2611a,711,2026-03-26 00:01:07,In store,Take Away,Chocoberry Cardiff,POS,Cash,No,,24.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.50,0.00,24.50,0.00
1153,20 - Chocoberry - Cafe Cardiff,ubereats.79EB9.urbanpiper.1111443997,79EB9,2026-03-25 23:49:24,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,25.10,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.50,0.00,27.50,0.00
1154,20 - Chocoberry - Cafe Cardiff,5931a126-86a0-49a5-bbc4-a4e346adfb97,710,2026-03-25 23:42:06,In store,Take Away,Chocoberry Cardiff,POS,Cash,No,,15.33,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.50,0.00,15.50,0.00
1155,20 - Chocoberry - Cafe Cardiff,b8df8f0d-8291-41e4-a826-5caa0006da88,709,2026-03-25 23:30:25,In store,Take Away,Chocoberry Cardiff,POS,Cash,No,,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,9.00,0.00
1156,20 - Chocoberry - Cafe Cardiff,ubereats.2A78E.urbanpiper.1111441153,2A78E,2026-03-25 23:29:20,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,15.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.41,0.00,15.41,-0.79
1157,20 - Chocoberry - Cafe Cardiff,5b6ad95a-f8d7-44f0-9978-3b808d4d56c9,708,2026-03-25 23:28:07,In store,Take Away,Chocoberry Cardiff,POS,Cash,No,,8.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.75,0.00,8.75,0.00
1158,20 - Chocoberry - Cafe Cardiff,ubereats.17FC8.urbanpiper.1111440924,17FC8,2026-03-25 23:27:43,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,20.50,3.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.30,0.00,24.30,0.00
1159,20 - Chocoberry - Cafe Cardiff,f53182bc-38bb-4e33-925a-d043e65f6bae,707,2026-03-25 23:19:17,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,14.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.50,0.00,14.50,0.00
1160,20 - Chocoberry - Cafe Cardiff,deliveroo.8360.urbanpiper.1111439192,8360,2026-03-25 23:17:02,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,20.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.10,0.00,20.10,0.00
1161,20 - Chocoberry - Cafe Cardiff,addf04f8-7d58-4f57-b7c9-6fa107f966da,706,2026-03-25 23:04:32,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,14.00,0.00
1162,20 - Chocoberry - Cafe Cardiff,2436d9b8-3fd3-466d-9e4a-74bdd6d376b9,703,2026-03-25 22:55:50,In store,Collection,Chocoberry Cardiff,POS,Credit,No,,8.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,0.00,8.37,-3.58
1163,20 - Chocoberry - Cafe Cardiff,64a16276-9470-43fb-b70c-8dfdbc3d7e24,705,2026-03-25 22:52:59,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00
1164,20 - Chocoberry - Cafe Cardiff,8ebd97e2-f21a-41c9-9cda-e119b07c1da8,704,2026-03-25 22:44:35,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,35.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,0.00,36.00,0.00
1165,20 - Chocoberry - Cafe Cardiff,ubereats.EA81B.urbanpiper.1111431309,EA81B,2026-03-25 22:30:28,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,10.80,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.91,0.00,10.91,-4.29
1166,20 - Chocoberry - Cafe Cardiff,39cee584-b39d-45f4-8b2d-f1dd04e83a9c,702,2026-03-25 22:20:44,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,6.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.50,0.00,6.50,0.00
1167,20 - Chocoberry - Cafe Cardiff,deliveroo.1004.urbanpiper.1111428866,1004,2026-03-25 22:17:59,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,18.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.60,0.00,18.60,0.00
1168,20 - Chocoberry - Cafe Cardiff,c4cdf0cd-0d04-4f72-b4cc-08e781691435,701,2026-03-25 22:15:22,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00
1169,20 - Chocoberry - Cafe Cardiff,ubereats.3EC7F.urbanpiper.1111427908,3EC7F,2026-03-25 22:13:12,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,27.17,1.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.91,0.00,28.91,-4.29
1170,20 - Chocoberry - Cafe Cardiff,deliveroo.6481.urbanpiper.1111427894,6481,2026-03-25 22:13:07,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,10.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.00,10.20,0.00
1171,20 - Chocoberry - Cafe Cardiff,7db9c937-995b-446c-9903-a3b22b0fa2a9,700,2026-03-25 22:06:08,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,9.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00
1172,20 - Chocoberry - Cafe Cardiff,68e0f3d9-d286-4a7a-9908-ed460947a9ad,699,2026-03-25 21:56:24,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,31.58,1.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,33.00,0.00
1173,20 - Chocoberry - Cafe Cardiff,5c3da9c7-924e-4406-8fc8-36869e19e18e,698,2026-03-25 21:55:49,In store,Take Away,Chocoberry Cardiff,POS,Cash,No,,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,12.00,0.00
1174,20 - Chocoberry - Cafe Cardiff,58d368ed-7e3a-4942-8161-a6c9d296b5f5,697,2026-03-25 21:54:15,In store,Dine In,Chocoberry Cardiff,POS,Cash,No,,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,5.50,0.00
1175,20 - Chocoberry - Cafe Cardiff,4ec4c74d-220c-4615-b830-8b0139c2801e,694,2026-03-25 21:51:23,In store,Collection,Chocoberry Cardiff,POS,Credit,No,,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,12.00,0.00
1176,20 - Chocoberry - Cafe Cardiff,3e82f928-22c2-42f5-b985-b610425af057,696,2026-03-25 21:47:13,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,9.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.50,0.00,9.50,0.00
1177,20 - Chocoberry - Cafe Cardiff,deliveroo.0439.urbanpiper.1111422078,0439,2026-03-25 21:45:36,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,19.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.70,0.00,19.70,0.00
1178,20 - Chocoberry - Cafe Cardiff,14372e0b-f4f7-4eaf-84ef-e6be2fa39ad2,695,2026-03-25 21:44:39,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,0.00,7.50,0.00
1179,20 - Chocoberry - Cafe Cardiff,ubereats.D100C.urbanpiper.1111420011,D100C,2026-03-25 21:36:55,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,21.00,0.00
1180,20 - Chocoberry - Cafe Cardiff,2b206aac-1c64-4c48-a8d3-02befde11529,693,2026-03-25 21:31:09,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,8.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.75,0.00,8.75,0.00
1181,20 - Chocoberry - Cafe Cardiff,9449f437-36e1-4f8c-bbb9-6a289f5a5889,692,2026-03-25 21:29:00,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00
1182,20 - Chocoberry - Cafe Cardiff,9124fe8e-bbd8-4ceb-9ac5-d2f94ca9451e,691,2026-03-25 21:28:40,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00
1183,20 - Chocoberry - Cafe Cardiff,28fe77bd-ed8e-4600-9ee2-189b66cbb6e2,690,2026-03-25 21:28:18,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00
1184,20 - Chocoberry - Cafe Cardiff,4615c25a-e49c-4937-be90-bf34500240c8,689,2026-03-25 21:27:32,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,26.69,1.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.25,0.00,28.25,0.00
1185,20 - Chocoberry - Cafe Cardiff,f91b3ebf-8c4d-47af-90cd-3492abb81a11,688,2026-03-25 21:26:05,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,14.00,0.00
1186,20 - Chocoberry - Cafe Cardiff,b95b637d-60f7-408f-9c71-8dbddc824869,687,2026-03-25 21:06:51,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,15.05,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.10,0.00,16.10,-6.90
1187,20 - Chocoberry - Cafe Cardiff,deliveroo.2664.urbanpiper.1111409342,2664,2026-03-25 20:55:24,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,21.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.60,0.00,21.60,0.00
1188,20 - Chocoberry - Cafe Cardiff,0f7a42c9-fbe0-4db0-a438-ad93c4c20c4c,686,2026-03-25 20:53:39,In store,Dine In,Chocoberry Cardiff,POS,Mix,No,,19.66,2.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,22.00,0.00
1189,20 - Chocoberry - Cafe Cardiff,c016cdff-5992-4d37-8189-51c87f0c31f9,685,2026-03-25 20:51:07,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,9.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.50,0.00,9.50,0.00
1190,20 - Chocoberry - Cafe Cardiff,deliveroo.5041.urbanpiper.1111407295,5041,2026-03-25 20:48:34,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,18.50,3.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.60,0.00,21.60,0.00
1191,20 - Chocoberry - Cafe Cardiff,deliveroo.4264.urbanpiper.1111406290,4264,2026-03-25 20:45:11,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,15.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.78,0.00,15.78,0.00
1192,20 - Chocoberry - Cafe Cardiff,2fe13b1c-83b6-4bca-8848-e59ddd2ab634,684,2026-03-25 20:44:56,In store,Take Away,Chocoberry Cardiff,POS,Cash,No,,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,0.00,7.50,0.00
1193,20 - Chocoberry - Cafe Cardiff,53926152-3781-477f-930d-c4580226eb13,683,2026-03-25 20:44:27,In store,Dine In,Chocoberry Cardiff,POS,Cash,No,,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,13.00,0.00
1194,20 - Chocoberry - Cafe Cardiff,d3b6cca0-44e6-4d2b-b173-c4a30d557bb5,682,2026-03-25 20:38:19,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,19.00,0.00
1195,20 - Chocoberry - Cafe Cardiff,368e4c5c-358b-41f9-a274-ee21f086c5c6,681,2026-03-25 20:34:54,In store,Dine In,Chocoberry Cardiff,POS,Cash,No,,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00
1196,20 - Chocoberry - Cafe Cardiff,d3d3b9d9-42a3-4497-8052-0e4c0f4933aa,680,2026-03-25 20:21:15,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,13.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.60,0.00,13.60,-2.40
1197,20 - Chocoberry - Cafe Cardiff,35fcfc04-e637-4860-8a3d-c3008948fc2d,679,2026-03-25 20:19:36,In store,Dine In,Chocoberry Cardiff,POS,Cash,No,,3.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00
1198,20 - Chocoberry - Cafe Cardiff,47980e53-7000-41d2-bbc2-838380fd7abb,678,2026-03-25 20:16:48,In store,Collection,Chocoberry Cardiff,POS,Credit,No,,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,12.00,0.00
1199,20 - Chocoberry - Cafe Cardiff,55cc6f61-6a70-444f-956f-4cd2532751a8,677,2026-03-25 20:02:44,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,9.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.50,0.00,9.50,0.00
1200,20 - Chocoberry - Cafe Cardiff,805196e4-2a13-44a3-b718-4197cae1de9a,676,2026-03-25 20:02:14,In store,Dine In,Chocoberry Cardiff,POS,Cash,No,,15.50,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.50,0.00,17.50,0.00
1201,20 - Chocoberry - Cafe Cardiff,6badcac0-07a5-4047-9716-461700f4f61a,675,2026-03-25 20:01:10,In store,Take Away,Chocoberry Cardiff,POS,Cash,No,,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,5.50,0.00
1202,20 - Chocoberry - Cafe Cardiff,a4a0b1b1-8d23-42f0-9f23-cdd7b38203df,674,2026-03-25 19:53:51,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,9.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.50,0.00,9.50,0.00
1203,20 - Chocoberry - Cafe Cardiff,e27d768b-6c0f-43b0-973e-9630e9836ac7,673,2026-03-25 19:51:56,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,20.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.75,0.00,20.75,0.00
1204,20 - Chocoberry - Cafe Cardiff,ea574981-927c-45e9-af57-da33c0aa4c3b,672,2026-03-25 19:51:16,In store,Dine In,Chocoberry Cardiff,POS,Cash,No,,10.83,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,11.00,0.00
1205,20 - Chocoberry - Cafe Cardiff,2b161c25-9e4d-427c-83b1-c644338100b4,671,2026-03-25 19:42:33,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,12.00,0.00
1206,20 - Chocoberry - Cafe Cardiff,ubereats.3B663.urbanpiper.1111384265,3B663,2026-03-25 19:42:07,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,15.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.60,0.00,15.60,0.00
1207,20 - Chocoberry - Cafe Cardiff,ubereats.41122.urbanpiper.1111381644,41122,2026-03-25 19:36:09,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,19.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.50,0.00,19.50,0.00
1208,20 - Chocoberry - Cafe Cardiff,df7ec379-c1b6-4b7b-b828-ddfd07b68bbe,670,2026-03-25 19:35:09,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,64.33,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,66.00,0.00
1209,20 - Chocoberry - Cafe Cardiff,2a8c1cea-801a-444e-a3dd-58b82591a8cb,669,2026-03-25 19:25:22,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,5.50,0.00
1210,20 - Chocoberry - Cafe Cardiff,ubereats.F8118.urbanpiper.1111376092,F8118,2026-03-25 19:23:45,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,10.35,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.50,0.00,10.50,0.00
1211,20 - Chocoberry - Cafe Cardiff,deliveroo.6881.urbanpiper.1111373002,6881,2026-03-25 19:17:35,Deliveroo,Delivery,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,38.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.52,0.00,38.52,0.00
1212,20 - Chocoberry - Cafe Cardiff,ubereats.1A986.urbanpiper.1111371095,1A986,2026-03-25 19:13:45,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,18.00,0.00
1213,20 - Chocoberry - Cafe Cardiff,11e76dc3-5da8-4c04-b202-5f0364124f97,668,2026-03-25 19:08:48,In store,Dine In,Chocoberry Cardiff,POS,Cash,No,,20.24,2.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,23.00,0.00
1214,20 - Chocoberry - Cafe Cardiff,3725b8b8-1d85-4291-a026-2318a2276b30,667,2026-03-25 19:07:05,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,24.58,1.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,26.00,0.00
1215,20 - Chocoberry - Cafe Cardiff,ubereats.2D7E0.urbanpiper.1111367462,2D7E0,2026-03-25 19:06:41,Uber Eats,Delivery,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,18.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.60,0.00,18.60,0.00
1216,20 - Chocoberry - Cafe Cardiff,b41a437b-fa00-44a5-a0a8-efef7929df23,666,2026-03-25 18:59:11,In store,Dine In,Chocoberry Cardiff,POS,Credit,No,,8.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.75,0.00,8.75,0.00
1217,20 - Chocoberry - Cafe Cardiff,819bfdb5-f096-4825-b6e9-bd40fd2c02ca,665,2026-03-25 18:29:01,In store,Take Away,Chocoberry Cardiff,POS,Credit,No,,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00
