Category,Recipe Name,Type,Ingredient,Quantity,Unit/Notes
Sundaes,Mango Me Sundae,All,Mango sauce,drizzle,glass base
Sundaes,Mango Me Sundae,All,Vanilla gelato,1 scoop,
Sundaes,Mango Me Sundae,All,Mango ice cream,1 scoop,
Sundaes,Mango Me Sundae,All,Small mango cubes,8 pcs,
Sundaes,Mango Me Sundae,All,Mango sauce,light drizzle,
Sundaes,Mango Me Sundae,All,Whipped cream,1 swirl,
Sundaes,Mango Me Sundae,All,Garnish: 4 small mango cubes + mango sauce,top garnish,
Sundaes,Oreo Heaven Sundae,All,Chocolate sauce,drizzle,glass base
Sundaes,Oreo Heaven Sundae,All,Cookies & cream gelato,1 scoop,
Sundaes,Oreo Heaven Sundae,All,Vanilla gelato,1 scoop,
Sundaes,Oreo Heaven Sundae,All,Crushed Oreo powder,2 TBSP,
Sundaes,Oreo Heaven Sundae,All,Half Oreo biscuit,a few pieces,chopped
Sundaes,Oreo Heaven Sundae,All,Chocolate sauce,light drizzle,
Sundaes,Oreo Heaven Sundae,All,Whipped cream,1 swirl,
Sundaes,Oreo Heaven Sundae,All,Garnish: half Oreo biscuit + Oreo powder + chocolate sauce,top garnish,
Sundaes,Royal Ferrero Sundae,All,Chocolate sauce,drizzle,glass base
Sundaes,Royal Ferrero Sundae,All,Vanilla gelato,1 scoop,
Sundaes,Royal Ferrero Sundae,All,Chocolate gelato,1 scoop,
Sundaes,Royal Ferrero Sundae,All,Ferrero Rocher chocolates,2 pcs,crushed
Sundaes,Royal Ferrero Sundae,All,Chocolate sauce,light drizzle,
Sundaes,Royal Ferrero Sundae,All,Whipped cream,1 swirl,
Sundaes,Royal Ferrero Sundae,All,Garnish: remaining Ferrero cut in 2 pcs + chocolate sauce,top garnish,
Sundaes,Fudge Brownie Sundae,All,Chocolate sauce,drizzle,glass base
Sundaes,Fudge Brownie Sundae,All,Chocolate gelato,2 scoops,
Sundaes,Fudge Brownie Sundae,All,Fudge brownie bites,1.5 pcs,smashed
Sundaes,Fudge Brownie Sundae,All,Chocolate sauce,light drizzle,
Sundaes,Fudge Brownie Sundae,All,Whipped cream,1 swirl,
Sundaes,Fudge Brownie Sundae,All,Garnish: remaining half brownie + chocolate sauce,top garnish,
Sundaes,Millions Sundae,All,Bubblegum sauce,drizzle,glass base
Sundaes,Millions Sundae,All,Vanilla gelato,1 scoop,
Sundaes,Millions Sundae,All,Bubblegum gelato,1 scoop,
Sundaes,Millions Sundae,All,Millions sweets,1 TBSP,
Sundaes,Millions Sundae,All,Bubblegum sauce,light drizzle,
Sundaes,Millions Sundae,All,Whipped cream,1 swirl,
Sundaes,Millions Sundae,All,Garnish: millions sweets + bubblegum sauce,top garnish,
Soft Swirl Ice-Cream,Mango Passion Swirl,All,Whippy ice cream,fill tub,add halfway then drizzle then fill rest
Soft Swirl Ice-Cream,Mango Passion Swirl,All,Mango sauce,drizzle,
Soft Swirl Ice-Cream,Mango Passion Swirl,All,Fresh passion fruit,half pc,seeds on top
Soft Swirl Ice-Cream,Chocoberry Swirl,All,Whippy ice cream,fill tub,
Soft Swirl Ice-Cream,Chocoberry Swirl,All,Nutella sauce,light drizzle,
Soft Swirl Ice-Cream,Chocoberry Swirl,All,Strawberries,2-3 pcs chopped,on sides
Soft Swirl Ice-Cream,Chocoberry Swirl,All,Nutella sauce,light drizzle top,
Soft Swirl Ice-Cream,Choco Crunch Swirl,All,Whippy ice cream,fill tub,
Soft Swirl Ice-Cream,Choco Crunch Swirl,All,Chocolate sauce,light drizzle,
Soft Swirl Ice-Cream,Choco Crunch Swirl,All,Lazzy cat coco-puffs,2-3 TBSP,top
Soft Swirl Ice-Cream,Pistachio Kanafeh Swirl,All,Whippy ice cream,fill tub,
Soft Swirl Ice-Cream,Pistachio Kanafeh Swirl,All,Pistachio sauce,light drizzle,
Soft Swirl Ice-Cream,Pistachio Kanafeh Swirl,All,Katafi mix,2 TBSP,
Soft Swirl Ice-Cream,Pistachio Kanafeh Swirl,All,Pistachio sauce,light drizzle top,
Soft Swirl Ice-Cream,Pistachio Kanafeh Swirl,All,Pistachio nuts,garnish,
Soft Swirl Ice-Cream,Cookie Crumb Swirl,All,Whippy ice cream,fill tub,
Soft Swirl Ice-Cream,Cookie Crumb Swirl,All,Chocolate sauce,light drizzle,
Soft Swirl Ice-Cream,Cookie Crumb Swirl,All,Oreo dust,1 TBSP,top
Soft Swirl Ice-Cream,Golden Biscoffee Swirl,All,Whippy ice cream,fill tub,
Soft Swirl Ice-Cream,Golden Biscoffee Swirl,All,Lotus sauce,light drizzle,
Soft Swirl Ice-Cream,Golden Biscoffee Swirl,All,Lotus Biscoff powder,1 TBSP,top
Soft Swirl Ice-Cream,Mi-Su Tiramisu Swirl,All,Ladyfingers,3 pcs,soaked in espresso + cold water 5 secs. Store in fridge up to 24h
Soft Swirl Ice-Cream,Mi-Su Tiramisu Swirl,All,Whippy ice cream,fill tub,
Soft Swirl Ice-Cream,Mi-Su Tiramisu Swirl,All,Chocolate sauce,light drizzle,
Soft Swirl Ice-Cream,Mi-Su Tiramisu Swirl,All,Cocoa powder,dust,garnish
Mojito,Strawberry Mojito,All,Strawberry Nojito bottle (HQ),1 bottle,fill halfway then top up
Mojito,Strawberry Mojito,All,Fresh strawberry,1 pc,cut into 6 pieces
Mojito,Strawberry Mojito,All,Lemon slice,1 pc,
Mojito,Strawberry Mojito,All,Mint leaves,4 pcs,smash for aroma before using
Mojito,Strawberry Mojito,All,Ice cubes,half cup,
Mojito,Lemon Mojito,All,Lemon Nojito bottle (HQ),1 bottle,fill halfway then top up
Mojito,Lemon Mojito,All,Lemon slice,1 pc,
Mojito,Lemon Mojito,All,Lime slice,1 pc,
Mojito,Lemon Mojito,All,Fresh strawberry,1 pc,cut into 6 pieces
Mojito,Lemon Mojito,All,Mint leaves,4 pcs,smash for aroma
Mojito,Lemon Mojito,All,Ice cubes,half cup,
Mojito,Passion Fruit Mojito,All,Monin Passion Fruit Syrup,40ml,
Mojito,Passion Fruit Mojito,All,Sprite / Barr Lemon,top up,
Mojito,Passion Fruit Mojito,All,Fresh passion fruit,1 whole,
Mojito,Passion Fruit Mojito,All,Lemon slice,1 pc,
Mojito,Passion Fruit Mojito,All,Mint leaves,4 pcs,smash for aroma
Mojito,Passion Fruit Mojito,All,Ice cubes,half cup,
Mojito,Blue Hawaiian Mojito,All,Monin Blue Curacao Syrup,25ml,
Mojito,Blue Hawaiian Mojito,All,Monin Coconut Syrup,30ml,
Mojito,Blue Hawaiian Mojito,All,Sprite / Barr Lemon,top up,
Mojito,Blue Hawaiian Mojito,All,Lemon slice,1 pc,
Mojito,Blue Hawaiian Mojito,All,Mint leaves,4 pcs,smash for aroma
Mojito,Blue Hawaiian Mojito,All,Ice cubes,half cup,
Mojito,Pomegranate Mojito,All,Monin Pomegranate Syrup,50ml,
Mojito,Pomegranate Mojito,All,Sprite / Barr Lemon,top up,
Mojito,Pomegranate Mojito,All,Fresh pomegranate seeds,1 TBSP,
Mojito,Pomegranate Mojito,All,Lemon slice,1 pc,
Mojito,Pomegranate Mojito,All,Mint leaves,4 pcs,smash for aroma
Mojito,Pomegranate Mojito,All,Ice cubes,half cup,
Mojito,Berry Nice Mojito,All,Monin Jabuticaba Syrup,60ml,
Mojito,Berry Nice Mojito,All,Sprite / Barr Lemonade,top up,
Mojito,Berry Nice Mojito,All,Fresh blueberries,2 pcs,
Mojito,Berry Nice Mojito,All,Lemon slice,1 pc,
Mojito,Berry Nice Mojito,All,Mint leaves,4 pcs,smash for aroma
Mojito,Berry Nice Mojito,All,Ice cubes,half cup,
Mojito,Rose & Lychee Mojito,All,Monin Lychee Syrup,40ml,
Mojito,Rose & Lychee Mojito,All,Rose syrup,5ml,
Mojito,Rose & Lychee Mojito,All,Sprite / Barr Lemon,top up,
Mojito,Rose & Lychee Mojito,All,Lemon slice,1 pc,
Mojito,Rose & Lychee Mojito,All,Mint leaves,4 pcs,smash for aroma
Mojito,Rose & Lychee Mojito,All,Dried rose petals,garnish,
Mojito,Rose & Lychee Mojito,All,Ice cubes,half cup,
Iced Lattes,Iced Latte,All,Fresh milk,fill ¾ glass,can swap to Oat / Coconut / Soya
Iced Lattes,Iced Latte,All,Double espresso shot,1,poured over gently
Iced Lattes,Iced Latte,All,Ice cubes,¾ glass,
Iced Lattes,Iced Spanish Latte,All,Condensed milk,400g,per batch — mix with 1950ml fresh milk to make Spanish milk
Iced Lattes,Iced Spanish Latte,All,Fresh milk,1950ml,per batch
Iced Lattes,Iced Spanish Latte,All,Spanish milk (pre-made),fill glass leaving room at top,
Iced Lattes,Iced Spanish Latte,All,Double espresso shot,1,poured over gently
Iced Lattes,Iced Spanish Latte,All,Ice cubes,¾ glass,
Iced Lattes,Iced Pistachio Latte,All,Fresh milk,200ml,blend with pistachio sauce 10 secs
Iced Lattes,Iced Pistachio Latte,All,Pistachio sauce,4oz,blend with milk
Iced Lattes,Iced Pistachio Latte,All,Double espresso shot,1,poured over gently
Iced Lattes,Iced Pistachio Latte,All,Ice cubes,¾ glass,
Iced Lattes,Iced Red Velvet Latte,All,Fresh milk,fill ¾ glass,
Iced Lattes,Iced Red Velvet Latte,All,Red Velvet powder,2 TBSP,mix with 50ml hot water
Iced Lattes,Iced Red Velvet Latte,All,Ice cubes,fill glass,
Iced Lattes,Iced Red Velvet Latte,All,Whipped cream,optional,
Iced Lattes,Iced Luna Latte,All,Fresh milk,fill ¾ glass,
Iced Lattes,Iced Luna Latte,All,Luna powder,2 TBSP,mix with 50ml hot water
Iced Lattes,Iced Luna Latte,All,Ice cubes,fill glass,
Iced Lattes,Iced Luna Latte,All,Whipped cream,optional,
Iced Frappe & Ice-Coolers,Iced Mocha,All,Double espresso shot,1,
Iced Frappe & Ice-Coolers,Iced Mocha,All,Cocoa powder,2 TBSP,
Iced Frappe & Ice-Coolers,Iced Mocha,All,Sugar,1 TBSP,
Iced Frappe & Ice-Coolers,Iced Mocha,All,Fresh milk,200ml,
Iced Frappe & Ice-Coolers,Iced Mocha,All,Whippy ice cream,4oz,
Iced Frappe & Ice-Coolers,Iced Mocha,All,Ice cubes,half cup,
Iced Frappe & Ice-Coolers,Iced Mocha,All,Chocolate syrup,drizzle glass,
Iced Frappe & Ice-Coolers,Iced Mocha,All,Whipped cream,optional,blend all except ice 30 secs then add ice blend 10 secs
Iced Frappe & Ice-Coolers,Iced Chocolate,All,Zuma hot chocolate powder,2 TBSP,
Iced Frappe & Ice-Coolers,Iced Chocolate,All,Sugar,1 TBSP,
Iced Frappe & Ice-Coolers,Iced Chocolate,All,Fresh milk,200ml,
Iced Frappe & Ice-Coolers,Iced Chocolate,All,Chocolate gelato,1 scoop,
Iced Frappe & Ice-Coolers,Iced Chocolate,All,Ice cubes,half cup,
Iced Frappe & Ice-Coolers,Iced Chocolate,All,Chocolate syrup,drizzle glass,
Iced Frappe & Ice-Coolers,Iced Chocolate,All,Whipped cream,optional,blend all except ice 30 secs
Iced Frappe & Ice-Coolers,Frozen Peach,All,Cold water,one third glass,
Iced Frappe & Ice-Coolers,Frozen Peach,All,Sweetbird Peach Smoothie Mix,fill remaining glass,
Iced Frappe & Ice-Coolers,Frozen Peach,All,Ice cubes,fill glass,blend in Ninja Bullet 10 secs until thick
Iced Matcha,Vanilla Oat Iced Matcha,All,Oat milk,fill ¾ glass,mix well
Iced Matcha,Vanilla Oat Iced Matcha,All,Vanilla syrup,30ml,
Iced Matcha,Vanilla Oat Iced Matcha,All,Matcha powder,3g,whisked in 50ml water with electric handheld whisk until smooth
Iced Matcha,Vanilla Oat Iced Matcha,All,Cold water (for matcha),50ml,
Iced Matcha,Vanilla Oat Iced Matcha,All,Ice cubes,half glass,
Iced Matcha,Iced Strawberry Matcha,All,Oat milk,fill ¾ glass,
Iced Matcha,Iced Strawberry Matcha,All,Strawberry puree,40ml,
Iced Matcha,Iced Strawberry Matcha,All,Matcha powder,3g,whisked in 50ml water
Iced Matcha,Iced Strawberry Matcha,All,Cold water (for matcha),50ml,
Iced Matcha,Iced Strawberry Matcha,All,Ice cubes,half glass,
Iced Matcha,Iced Mango Matcha,All,Oat milk,fill ¾ glass,
Iced Matcha,Iced Mango Matcha,All,Mango puree,40ml,
Iced Matcha,Iced Mango Matcha,All,Matcha powder,3g,whisked in 50ml water
Iced Matcha,Iced Mango Matcha,All,Cold water (for matcha),50ml,
Iced Matcha,Iced Mango Matcha,All,Ice cubes,half glass,
Iced Matcha,Iced White Matcha,All,Oat milk,fill ¾ glass,
Iced Matcha,Iced White Matcha,All,Zuma liquid white chocolate,50ml,
Iced Matcha,Iced White Matcha,All,Matcha powder,3g,whisked in 50ml water
Iced Matcha,Iced White Matcha,All,Cold water (for matcha),50ml,
Iced Matcha,Iced White Matcha,All,Ice cubes,half glass,
Falooda,BATCH: Falooda Milk,Batch,Fresh whole milk,4.5 pints,combine all until blended. Fresh 3 days in fridge
Falooda,BATCH: Falooda Milk,Batch,Kulfi ice cream,half litre (500ml),
Falooda,BATCH: Falooda Milk,Batch,Sugar,350g,
Falooda,BATCH: Falooda Milk,Batch,Evaporated milk,400g,
Falooda,BATCH: Falooda Noodles,Batch,Falooda noodles (HQ packet),per packet instructions,fresh 3 days in fridge
Falooda,BATCH: Basil Seeds,Batch,Basil seeds,1 TBSP,soak in 250ml cold water 15 mins until translucent coating forms
Falooda,Kulfi Falooda,All,Soaked basil seeds,1 TBSP,
Falooda,Kulfi Falooda,All,Falooda noodles,3 lifts (fork),
Falooda,Kulfi Falooda,All,Falooda milk,half glass,
Falooda,Kulfi Falooda,All,Kulfi ice cream,1.5 scoops,lightly mix with metal spoon
Falooda,Kulfi Falooda,All,Falooda milk,top up,
Falooda,Kulfi Falooda,All,Kulfi ice cream cubes,5 pcs,on top
Falooda,Kulfi Falooda,All,Pistachio powder,sprinkle,garnish
Falooda,Kulfi Falooda,All,Rose syrup,light drizzle,garnish
Falooda,Rose Falooda,All,Soaked basil seeds,1 TBSP,
Falooda,Rose Falooda,All,Falooda noodles,3 lifts (fork),
Falooda,Rose Falooda,All,Falooda milk,half glass,
Falooda,Rose Falooda,All,Kulfi ice cream,1.5 scoops,mix well
Falooda,Rose Falooda,All,Rose syrup,2 TBSP,until bright pink colour visible
Falooda,Rose Falooda,All,Falooda milk,top up,
Falooda,Rose Falooda,All,Kulfi ice cream cubes,5 pcs,on top
Falooda,Rose Falooda,All,Pistachio powder,sprinkle,garnish
Falooda,Rose Falooda,All,Rose syrup,light drizzle,garnish
Falooda,Mango Falooda,All,Soaked basil seeds,1 TBSP,
Falooda,Mango Falooda,All,Falooda noodles,3 lifts (fork),
Falooda,Mango Falooda,All,Falooda milk,half glass,
Falooda,Mango Falooda,All,Mango kulfi ice cream,1.5 scoops,mix well
Falooda,Mango Falooda,All,Falooda milk,top up,
Falooda,Mango Falooda,All,Kulfi ice cream cubes,5 pcs,on top
Falooda,Mango Falooda,All,Pistachio powder,sprinkle,garnish
Falooda,Mango Falooda,All,Rose syrup,light drizzle,garnish
Falooda,Pistachio Falooda,All,Soaked basil seeds,1 TBSP,
Falooda,Pistachio Falooda,All,Falooda noodles,3 lifts (fork),
Falooda,Pistachio Falooda,All,Falooda milk,half glass,
Falooda,Pistachio Falooda,All,Pistachio kulfi ice cream,1.5 scoops,mix well
Falooda,Pistachio Falooda,All,Falooda milk,top up,
Falooda,Pistachio Falooda,All,Kulfi ice cream cubes,5 pcs,on top
Falooda,Pistachio Falooda,All,Pistachio powder,sprinkle,garnish
Falooda,Pistachio Falooda,All,Rose syrup,light drizzle,garnish
Milkshakes,COOKING NOTE: All Milkshakes,All,Whippy ice cream (standard base),15oz,blend 30 secs. Top with whipped cream. Gelato-based shakes use 12oz whippy + 2 scoops gelato
Milkshakes,Kinder Bueno Shake (Milk or White),All,Kinder Bueno individual pieces,2 pcs,
Milkshakes,Kinder Bueno Shake (Milk or White),All,Whippy ice cream,15oz,blend 30 secs
Milkshakes,Kinder Bueno Shake (Milk or White),All,Whipped cream,1 swirl,top
Milkshakes,Nutella & Banana Shake,All,Nutella sauce,4oz,
Milkshakes,Nutella & Banana Shake,All,Banana,half pc,
Milkshakes,Nutella & Banana Shake,All,Whippy ice cream,15oz,blend 30 secs
Milkshakes,Nutella & Banana Shake,All,Whipped cream,1 swirl,top
Milkshakes,KitKat Shake,All,KitKat bar,40g,
Milkshakes,KitKat Shake,All,Whippy ice cream,15oz,blend 30 secs
Milkshakes,KitKat Shake,All,Whipped cream,1 swirl,top
Milkshakes,Pistachio OR Kulfi Shake,All,Pistachio or Kulfi gelato,2 scoops,
Milkshakes,Pistachio OR Kulfi Shake,All,Whippy ice cream,12oz,blend 30 secs
Milkshakes,Pistachio OR Kulfi Shake,All,Whipped cream,1 swirl,top
Milkshakes,Snickers Shake,All,Snickers bar,40g,
Milkshakes,Snickers Shake,All,Whippy ice cream,15oz,blend 30 secs
Milkshakes,Snickers Shake,All,Whipped cream,1 swirl,top
Milkshakes,Chocolate Shake,All,Chocolate gelato,2 scoops,
Milkshakes,Chocolate Shake,All,Whippy ice cream,12oz,blend 30 secs
Milkshakes,Chocolate Shake,All,Whipped cream,1 swirl,top
Milkshakes,Lotus Biscoff Shake,All,Lotus Biscoff biscuits,5 pcs,
Milkshakes,Lotus Biscoff Shake,All,Whippy ice cream,15oz,blend 30 secs
Milkshakes,Lotus Biscoff Shake,All,Whipped cream,1 swirl,top
Milkshakes,Brownie Delight Shake,All,Brownie pieces,3 pcs,
Milkshakes,Brownie Delight Shake,All,Whippy ice cream,15oz,blend 30 secs then drizzle cup with choc sauce
Milkshakes,Brownie Delight Shake,All,Whipped cream,1 swirl,top
Milkshakes,Aero Mint Shake,All,Aero Mint bar,36g,
Milkshakes,Aero Mint Shake,All,Whippy ice cream,15oz,blend 30 secs
Milkshakes,Aero Mint Shake,All,Whipped cream,1 swirl,top
Milkshakes,Nutella & Strawberry Shake,All,Nutella sauce,2oz,
Milkshakes,Nutella & Strawberry Shake,All,Medium strawberries,4 pcs,
Milkshakes,Nutella & Strawberry Shake,All,Whippy ice cream,15oz,blend 30 secs
Milkshakes,Nutella & Strawberry Shake,All,Whipped cream,1 swirl,top
Milkshakes,Oreo Shake,All,Oreo biscuits,4 pcs,
Milkshakes,Oreo Shake,All,Whippy ice cream,15oz,blend 30 secs
Milkshakes,Oreo Shake,All,Whipped cream,1 swirl,top
Milkshakes,Bubblegum Shake,All,Whippy ice cream,12oz,
Milkshakes,Bubblegum Shake,All,Bubblegum gelato,2 scoops,blend 30 secs. Drizzle glass with bubblegum sauce
Milkshakes,Bubblegum Shake,All,Bubblegum sauce,drizzle glass,
Milkshakes,Bubblegum Shake,All,Whipped cream,1 swirl,top
Milkshakes,Ferrero Rocher Shake,All,Ferrero Rocher chocolates,3 pcs,
Milkshakes,Ferrero Rocher Shake,All,Whippy ice cream,15oz,blend 30 secs
Milkshakes,Ferrero Rocher Shake,All,Whipped cream,1 swirl,top
Milkshakes,Coffee Love Shake,All,Fresh double espresso shot,1,
Milkshakes,Coffee Love Shake,All,Whippy ice cream,15oz,blend 30 secs
Milkshakes,Coffee Love Shake,All,Whipped cream,1 swirl,top
Milkshakes,Strawberry Shake,All,Strawberry sauce,25ml,
Milkshakes,Strawberry Shake,All,Medium strawberries,4 pcs,
Milkshakes,Strawberry Shake,All,Whippy ice cream,15oz,blend 30 secs
Milkshakes,Strawberry Shake,All,Whipped cream,1 swirl,top
Milkshakes,Strawberry Cheesecake Shake,All,Whippy ice cream,15oz,
Milkshakes,Strawberry Cheesecake Shake,All,NYC cheesecake slice,60g,
Milkshakes,Strawberry Cheesecake Shake,All,Medium strawberries,4 pcs,
Milkshakes,Strawberry Cheesecake Shake,All,Strawberry sauce,25ml,blend 30 secs. Drizzle glass with strawberry sauce
Milkshakes,Strawberry Cheesecake Shake,All,Whipped cream,1 swirl,top
Milkshakes,Crunchie Shake,All,Crunchie bar,40g,
Milkshakes,Crunchie Shake,All,Whippy ice cream,15oz,blend 30 secs
Milkshakes,Crunchie Shake,All,Whipped cream,1 swirl,top
Milkshakes,Vanilla Shake,All,Vanilla gelato,2 scoops,
Milkshakes,Vanilla Shake,All,Whippy ice cream,12oz,blend 30 secs
Milkshakes,Vanilla Shake,All,Whipped cream,1 swirl,top
Milkshakes,Oreo & Ferrero Shake,All,Oreo biscuits,2 pcs,
Milkshakes,Oreo & Ferrero Shake,All,Ferrero Rocher chocolates,2 pcs,
Milkshakes,Oreo & Ferrero Shake,All,Whippy ice cream,15oz,blend 30 secs
Milkshakes,Oreo & Ferrero Shake,All,Whipped cream,1 swirl,top
Milkshakes,Chocolate Indulgence Shake,All,Maltesers,6 pcs,
Milkshakes,Chocolate Indulgence Shake,All,Ferrero Rocher chocolates,2 pcs,
Milkshakes,Chocolate Indulgence Shake,All,Nutella sauce,2oz,blend 30 secs
Milkshakes,Chocolate Indulgence Shake,All,Whippy ice cream,15oz,
Milkshakes,Chocolate Indulgence Shake,All,Whipped cream,1 swirl,top
Milkshakes,Terry Orange Shake,All,Terry's Chocolate Orange pieces,6 pcs,
Milkshakes,Terry Orange Shake,All,Whippy ice cream,15oz,blend 30 secs
Milkshakes,Terry Orange Shake,All,Whipped cream,1 swirl,top
Milkshakes,Mango Shake,All,Whippy ice cream,12oz,
Milkshakes,Mango Shake,All,Rubicon mango juice,30ml,
Milkshakes,Mango Shake,All,Mango ice cream,2 scoops,blend 30 secs
Milkshakes,Mango Shake,All,Whipped cream,1 swirl,top
Milkshakes,Nutella Shake,All,Nutella sauce,4oz,
Milkshakes,Nutella Shake,All,Whippy ice cream,15oz,blend 30 secs
Milkshakes,Nutella Shake,All,Whipped cream,1 swirl,top
Milkshakes,Cookies & Cream Shake,All,Nutella sauce,4oz,
Milkshakes,Cookies & Cream Shake,All,Whippy ice cream,15oz,blend 30 secs. Drizzle glass with chocolate syrup
Milkshakes,Cookies & Cream Shake,All,Whipped cream,1 swirl,top
Espresso Coffees,Double Espresso,All,Ground coffee,16-20g,grind into portafilter
Espresso Coffees,Double Espresso,All,Espresso extraction yield,30-40g,25-30 sec extraction. Serve immediately
Espresso Coffees,Espresso Macchiato,All,Double espresso shot,1,in espresso cup
Espresso Coffees,Espresso Macchiato,All,Milk foam,2 TBSP,scooped on top — extra foam aeration
Espresso Coffees,Americano,All,Double espresso shot,1,in serving cup
Espresso Coffees,Americano,All,Hot water,fill cup,White Americano = add milk in separate small pot
Milk-Based Coffees,Flat White,All,Double espresso shot,1,in 8-9oz cup
Milk-Based Coffees,Flat White,All,Steamed milk (minimal foam),fill cup,1-2 sec aeration. Transfer to small pitcher
Milk-Based Coffees,Latte,All,Double espresso shot,1,in 10-12oz cup
Milk-Based Coffees,Latte,All,Steamed milk (medium foam),fill cup,2-4 sec aeration. Use large pitcher. Add syrup to espresso for flavoured latte
Milk-Based Coffees,Cappuccino,All,Double espresso shot,1,in 10-12oz cup
Milk-Based Coffees,Cappuccino,All,Steamed milk (thick velvety foam),fill cup,5-6 sec aeration. Transfer to second pitcher. Cocoa powder optional
Milk-Based Coffees,Mocha / White Mocha,All,Double espresso shot,1,in 10-12oz cup
Milk-Based Coffees,Mocha / White Mocha,All,Hot chocolate powder,1 TBSP,mix well with espresso
Milk-Based Coffees,Mocha / White Mocha,All,Steamed milk (latte foam),pour over,
Hot Chocolates,Milk Hot Chocolate,All,Zuma hot chocolate powder,2 TBSP,add small milk first then mix
Hot Chocolates,Milk Hot Chocolate,All,Steamed milk (latte consistency),fill tall glass,whipped cream & toppings as requested
Hot Chocolates,White Hot Chocolate,All,White hot chocolate powder,2 TBSP,add small milk first then mix
Hot Chocolates,White Hot Chocolate,All,Steamed milk (latte consistency),fill tall glass,whipped cream & toppings as requested
Hot Chocolates,Ruby Hot Chocolate,All,Ruby chocolate powder,2 TBSP,add small milk first then mix
Hot Chocolates,Ruby Hot Chocolate,All,Steamed milk (latte consistency),fill tall glass,
Hot Chocolates,Pistachio Hot Chocolate,All,White hot choc powder,1 TBSP,
Hot Chocolates,Pistachio Hot Chocolate,All,Pistachio sauce,2-3oz,blend with milk 10 secs then steam
Hot Chocolates,Pistachio Hot Chocolate,All,Fresh milk,100ml,blend with pistachio then steam
Speciality Lattes (Espresso),Spanish Latte (Hot),All,Double espresso shot,1,in 10-12oz cup
Speciality Lattes (Espresso),Spanish Latte (Hot),All,Pre-made Spanish milk,fill cup,steam to latte consistency
Speciality Lattes (Espresso),Pistachio Latte (Hot),All,Double espresso shot,1,
Speciality Lattes (Espresso),Pistachio Latte (Hot),All,Pistachio sauce,2-3oz,blend with milk 10 secs then steam
Speciality Lattes (Espresso),Pistachio Latte (Hot),All,Fresh milk,100ml,blend with pistachio then steam
Speciality Lattes (Espresso),Pistachio Latte (Hot),All,Pistachio powder,optional,as per customer request
Speciality Lattes (Espresso),Tiramisu Latte,All,Double espresso shot,1,
Speciality Lattes (Espresso),Tiramisu Latte,All,Tiramisu cream,50ml,
Speciality Lattes (Espresso),Tiramisu Latte,All,Normal milk + Spanish milk (half each),fill glass,steam to latte consistency
Speciality Lattes (Espresso),Tiramisu Latte,All,Tiramisu ladyfinger,1 pc,
Speciality Lattes (Espresso),Tiramisu Latte,All,Cocoa powder,dust on top,
Speciality Lattes (Non-Espresso),Red Velvet Latte (Hot),All,Red Velvet powder,3 TSP,mix quickly with small amount of milk
Speciality Lattes (Non-Espresso),Red Velvet Latte (Hot),All,Steamed milk (latte consistency),fill 10oz cup,
Speciality Lattes (Non-Espresso),Luna Latte (Hot),All,Luna Latte powder,3 TSP,mix quickly with small amount of milk
Speciality Lattes (Non-Espresso),Luna Latte (Hot),All,Steamed milk (latte consistency),fill 10oz cup,
Speciality Lattes (Non-Espresso),Spiced Chai Latte,All,Chaii Latte powder,3 TSP,
Speciality Lattes (Non-Espresso),Spiced Chai Latte,All,Steamed milk (slightly extra hot latte),fill tall glass,cinnamon powder dust optional
Speciality Lattes (Non-Espresso),Vanilla Oat Matcha Latte (Hot),All,Matcha powder,2-3 TSP,
Speciality Lattes (Non-Espresso),Vanilla Oat Matcha Latte (Hot),All,Vanilla syrup,30ml,
Speciality Lattes (Non-Espresso),Vanilla Oat Matcha Latte (Hot),All,Oat milk (steamed latte consistency),fill 10oz cup,mix matcha with small oat milk first
Teas,English Tea,All,Teabag,1 pc,
Teas,English Tea,All,Hot water,fill cup,milk in separate pot
Teas,Green Tea,All,Green tea bag,1 pc,hot water
Teas,Mint Tea,All,Fresh mint leaves OR mint teabag,to taste,hot water
Karak Tea,BATCH: Karak Chai,Batch,Fresh whole milk,6 litres,
Karak Tea,BATCH: Karak Chai,Batch,Cold water,1 litre,high flame 20 mins
Karak Tea,BATCH: Karak Chai,Batch,HQ Karak tea packets,2 packets,add when milk rises near top. Boil over 4-5 times. Cook 30 more mins. Strain into hot drink dispenser
Food - Breakfast,Classic English Breakfast,All,Pork sausages,2 pcs,fryer 180°C 4-5 mins then grill 7-8 mins until golden brown. Must reach 75°C internal
Food - Breakfast,Classic English Breakfast,All,Beef bacon strips,2 pcs,grill 1 min each side. Must reach 75°C
Food - Breakfast,Classic English Breakfast,All,Hash browns,2 pcs,fryer 180°C 3-4 mins until crispy golden
Food - Breakfast,Classic English Breakfast,All,Fried eggs,2 pcs,runny: 2 min each side / medium: 3 min + 2 min / well-done: 3.5 min each side
Food - Breakfast,Classic English Breakfast,All,Cooked mushrooms,2 TBSP,pan 6-7 mins with butter cube + 1 TBSP oil + salt & pepper
Food - Breakfast,Classic English Breakfast,All,Cherry tomatoes,4 pcs,grill with 1 TSP oil until grill marks visible
Food - Breakfast,Classic English Breakfast,All,Baked beans,4oz pot,heated in pan or microwave
Food - Breakfast,Classic English Breakfast,All,Sourdough bread,1 slice,brushed with 1 TSP melted butter then toasted. Cut in half. Serve in separate bowl
